Community	Unknown	Annotated	Functions
C0	Zm00001eb043950	Zm00001eb075630.Zm00001eb279900.Zm00001eb024870.Zm00001eb357010.Zm00001eb197150.Zm00001eb332210	cellular process.biological_process.cellular_component.molecular_function.anatomical structure development.binding
C0	Zm00001eb360070	Zm00001eb254590.Zm00001eb229100.Zm00001eb372210.Zm00001eb404730.Zm00001eb251410	membrane.plasma membrane.cellular process.biological_process.cellular anatomical structure.cellular_component.molecular_function
C0	Zm00001eb128690	Zm00001eb095000.Zm00001eb425170.Zm00001eb115010.Zm00001eb279900.Zm00001eb352920.Zm00001eb084570	cellular component organization.cellular component organization or biogenesis.primary metabolic process.cellular component disassembly.metabolic process.cellular process.biological_process.cellular anatomical structure.cellular_component.molecular_function
C0	Zm00001eb118510	Known	RNA binding.vesicle-mediated transport.developmental process.endonuclease activity.plasma membrane.monoatomic cation transmembrane transport.mitochondrion.calcium-activated cation channel activity.glycosyltransferase activity.cell wall organization or biogenesis.membrane.mitochondrial mRNA modification.cellular component organization.response to osmotic stress.Unknown
C0	Zm00001eb149520	Zm00001eb350920.Zm00001eb058470.Zm00001eb204230.Zm00001eb027590.Zm00001eb033110.Zm00001eb111100.Zm00001eb425570.Zm00001eb211350.Zm00001eb058230	metabolic process.macromolecule metabolic process.cellular process.biological_process.molecular_function.macromolecule modification.primary metabolic process.cellular anatomical structure.cellular_component.regulation of biological process
C0	Zm00001eb157530	Known	post-translational protein modification.plasma membrane.regulation of multicellular organismal development.molecular transducer activity.response to stress.animal organ development.MAP kinase activity.MAPK cascade.plant-type cell wall biogenesis.plant-type cell wall organization.regulation of meristem growth.ATP binding.vacuole
C0	Zm00001eb432910	Zm00001eb146350.Zm00001eb386120.Zm00001eb350500	
C0	Zm00001eb084420	Known	protein homodimerization activity.protein metabolic process.proteolysis.RNA metabolic process.metabolic process.chloroplast inner membrane.cellular response to heat.Unknown.response to absence of light.protein hexamerization.ATP binding.ATP hydrolysis activity.biological regulation.chloroplast stroma
C0	Zm00001eb173700	Zm00001eb051830.Zm00001eb401370.Zm00001eb178250.Zm00001eb151530.Zm00001eb425570.Zm00001eb285950	cellular process.biological_process.cellular_component.molecular_function
C0	Zm00001eb200710	Known	cellular process.defense response.ADP binding.biological regulation
C0	Zm00001eb077360	Zm00001eb075390.Zm00001eb253470.Zm00001eb180790.Zm00001eb006510.Zm00001eb184320.Zm00001eb203040.Zm00001eb427540	primary metabolic process.metabolic process.cellular process.biological_process.Atg1/ULK1 kinase complex.protein kinase complex.serine/threonine protein kinase complex.transferase complex, transferring phosphorus-containing groups.catabolic process.cellular_component
C0	Zm00001eb311560	Known	developmental process.plasma membrane.chloroplast.metabolic process.membrane.potassium ion transmembrane transport.potassium ion transmembrane transporter activity
C0	Zm00001eb279900	Known	DNA repair.DNA polymerase activity.mitochondrion.chloroplast.system development.zinc ion binding.nucleus.cellular component organization.regulation of cellular process.DNA biosynthetic process
C0	Zm00001eb328990	Known	cytoplasm.post-translational protein modification.signal transduction.plasma membrane.regulation of multicellular organismal development.protein phosphorylation.metabolic process.animal organ development.nucleus.calcium/calmodulin-dependent protein kinase activity.regulation of meristem growth.ATP binding.calcium ion binding
C0	Zm00001eb335470	Known	response to endoplasmic reticulum stress.cellular response to water deprivation.plasma membrane.response to chitin.cell surface receptor signaling pathway.protein phosphorylation.extracellular region.ER-nucleus signaling pathway.response to cyclopentenone.protein serine/threonine kinase activity.cellular response to abscisic acid stimulus.membrane.photoperiodism, flowering.respiratory burst involved in defense response.toxin catabolic process.ATP binding.polysaccharide binding
C0	Zm00001eb365610	Known	post-translational protein modification.chloroplast.metabolic process.protein ubiquitination.acid-amino acid ligase activity.ubiquitin ligase complex.protein-containing complex.response to chemical.ubiquitin-protein transferase activity
C0	Zm00001eb261430	Known	NAD binding.plasmodesma.response to endoplasmic reticulum stress.intracellular amino acid homeostasis.Golgi organization.isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway.response to heat.glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity.Unknown.cell wall.glucosinolate biosynthetic process.Unknown.nucleolus.response to hydrogen peroxide.pollen development.pentose-phosphate shunt.proteasomal protein catabolic process.NADP binding.plasma membrane.seed development.glyceraldehyde-3-phosphate dehydrogenase (NADP+) (non-phosphorylating) activity.water transport.cytoskeleton organization.vacuolar membrane.NADPH regeneration.Unknown.regulation of transport.glycoside biosynthetic process.copper ion binding.apoplast.glucose catabolic process.defense response to bacterium.protein-containing complex.glycolytic process.hyperosmotic response.aerobic respiration.gluconeogenesis.primary root development.response to cadmium ion.response to salt stress.cytosol.anther wall tapetum development.chloroplast.alcohol catabolic process.mitochondrial envelope.response to sucrose
C0	Zm00001eb122550	Known	negative regulation of long-day photoperiodism, flowering.response to temperature stimulus.gibberellic acid mediated signaling pathway.DNA binding.nitrate transmembrane transport.response to abscisic acid.Unknown.Unknown.chromatin binding.nucleus.regulation of DNA-templated transcription.phosphorelay signal transduction system.response to nitrate.DNA-templated transcription.DNA-binding transcription factor activity
C0	Zm00001eb286280	Known	response to glucose.DNA-binding transcription factor activity.abscisic acid-activated signaling pathway.response to osmotic stress.embryo development ending in seed dormancy.DNA-templated transcription.mitochondria-nucleus signaling pathway.regulation of flower development.vegetative to reproductive phase transition of meristem.lateral root development.sugar mediated signaling pathway.response to freezing.lipid storage.root meristem growth.response to water deprivation.seed germination.sequence-specific DNA binding.regulation of protein localization.seed dormancy process.metabolic process.protein ubiquitination.transcription cis-regulatory region binding.regulation of triglyceride catabolic process.meristem structural organization.nucleus.regulation of stomatal movement.positive regulation of DNA-templated transcription.response to trehalose.photomorphogenesis.response to sucrose
C0	Zm00001eb085280	Zm00001eb267000.Zm00001eb151780.Zm00001eb428350.Zm00001eb334510	multicellular organismal process
C0	Zm00001eb193280	Zm00001eb094770.Zm00001eb028430.Zm00001eb321980.Zm00001eb229610.Zm00001eb306530.Zm00001eb158100.Zm00001eb103580	ribose phosphate metabolic process.ribonucleotide metabolic process.response to stress.nucleotide metabolic process.primary metabolic process.metabolic process.nucleoside phosphate metabolic process.nucleobase-containing small molecule metabolic process.molecular_function.carbohydrate derivative metabolic process
C0	Zm00001eb393660	Known	ubiquitin protein ligase activity.dendrite.response to abscisic acid.embryo development ending in seed dormancy.cytoplasm.Unknown.ubiquitin protein ligase binding.chromosome segregation.acid-amino acid ligase activity.regulation of signaling receptor activity.mitotic M phase.RING-like zinc finger domain binding.positive regulation of intracellular steroid hormone receptor signaling pathway.HLH domain binding.cell division.nucleic acid metabolic process.metabolic process.positive regulation of DNA-binding transcription factor activity.protein ubiquitination.multi-organism reproductive process.protein sumoylation.fibrillar center.biosynthetic process.ATP binding.PML body.Unknown.mitotic cell cycle.bHLH transcription factor binding.negative regulation of transcription by RNA polymerase II.synaptonemal complex.synapse.proteasome-mediated ubiquitin-dependent protein catabolic process.SUMO transferase activity
C0	Zm00001eb237500	Known	transaminase activity.4-aminobenzoate biosynthetic process.membrane.tetrahydrofolate biosynthetic process.pyridoxal phosphate binding.4-amino-4-deoxychorismate lyase activity.ketone metabolic process.purine ribonucleotide biosynthetic process.chloroplast stroma
C0	Zm00001eb073740	Known	protein phosphatase regulator activity.response to cold.ER-nucleus signaling pathway.endoplasmic reticulum unfolded protein response.nucleobase-containing compound metabolic process.abscisic acid-activated signaling pathway.Unknown.salicylic acid biosynthetic process.cytoplasm.regulation of plant-type hypersensitive response.cell death.jasmonic acid mediated signaling pathway.regulation of catalytic activity.Unknown.heterotrimeric G-protein complex.MAPK cascade.defense response to fungus.systemic acquired resistance, salicylic acid mediated signaling pathway.negative regulation of defense response.negative regulation of programmed cell death.protein targeting to membrane.ethylene-activated signaling pathway.protein phosphatase type 2A complex.membrane.catalytic activity.response to superoxide
C0	Zm00001eb292710	Known	early endosome.developmental process.plasma membrane.magnesium ion transmembrane transporter activity.magnesium ion transport.monoatomic ion transmembrane transport.membrane.cellular process.magnesium ion transmembrane transport
C0	Zm00001eb187910	Known	cytoplasm.response to wounding.response to UV-B.anthocyanin-containing compound biosynthetic process.primary metabolic process.response to sucrose.membrane.pollen exine formation.Photinus-luciferin 4-monooxygenase (ATP-hydrolyzing) activity.ketone metabolic process.phenylpropanoid biosynthetic process.response to fungus.carboxylic acid metabolic process.4-coumarate-CoA ligase activity
C0	Zm00001eb238430	Known	ubiquitin protein ligase activity.regulation of biological process.protein ubiquitination.zinc ion binding.membrane.proteasome-mediated ubiquitin-dependent protein catabolic process.response to stimulus
C0	Zm00001eb269160	Zm00001eb284640.Zm00001eb251410.Zm00001eb122990.Zm00001eb058470.Zm00001eb027590.Zm00001eb044600.Zm00001eb330600.Zm00001eb015030.Zm00001eb397400	biological regulation.cellular process.biological_process.cellular anatomical structure.cellular_component.transferase activity.metabolic process.macromolecule metabolic process.molecular_function.catalytic activity
C0	Zm00001eb319680	Known	ATP-dependent peptidase activity.lateral root development.growth.peroxisomal matrix.protein-containing complex assembly.ATP metabolic process.protein processing.purine ribonucleoside catabolic process.Unknown.serine-type endopeptidase activity.purine ribonucleoside triphosphate catabolic process.protein quality control for misfolded or incompletely synthesized proteins.ATP binding.protein import into peroxisome matrix, docking.nucleoid.purine ribonucleotide catabolic process
C0	Zm00001eb008550	Known	pentose-phosphate shunt.response to salt stress.protein secretion.post-translational protein targeting to membrane, translocation.plasma membrane.glucose catabolic process.amino acid import.N-terminal protein myristoylation.mitochondrion.endoplasmic reticulum to Golgi vesicle-mediated transport.organelle membrane.Golgi apparatus.protein-transporting ATPase activity.membrane.macropinocytosis.endoplasmic reticulum membrane.NADPH regeneration
C0	Zm00001eb035660	Zm00001eb425570.Zm00001eb174610.Zm00001eb051830.Zm00001eb327280.Zm00001eb180790.Zm00001eb058230.Zm00001eb257410.Zm00001eb431180.Zm00001eb422350	cellular process.biological_process.binding.protein-containing complex.molecular_function.small molecule binding.biological regulation.nucleotide binding.nucleoside phosphate binding.heterocyclic compound binding
C0	Zm00001eb374920	Known	cytoplasm.post-translational protein modification.signal transduction.response to carbohydrate.response to chitin.response to cold.metabolic process.regulation of defense response to virus.protein serine/threonine phosphatase activity.response to abscisic acid.cation binding.nucleus.protein dephosphorylation.response to water deprivation.Unknown.Unknown
C0	Zm00001eb432350	Known	protein metabolic process.catabolic process.peptidyl-tRNA hydrolase activity.regulation of biological process.mitochondrion.system development.Golgi organization.membrane.Unknown.nucleoside metabolic process.response to stimulus
C0	Zm00001eb194430	Known	ATP binding.response to stress.protein phosphorylation.recognition of pollen.protein serine/threonine kinase activity.membrane.response to chemical.biological regulation
C0	Zm00001eb241880	Known	gene expression.plasma membrane.metal ion binding.signaling.Unknown.multicellular organismal process.primary metabolic process.negative regulation of plant-type hypersensitive response.regulation of cellular process.transferase activity.Unknown.membrane.pectate lyase activity.establishment of localization in cell.multicellular organism development.regulation of metabolic process.organelle organization.phosphorylation
C0	Zm00001eb049700	Zm00001eb051120.Zm00001eb179000.Zm00001eb013730.Zm00001eb393610.Zm00001eb407550	
C0	Zm00001eb350500	Known	vesicle.cytoplasm.vesicle-mediated transport.calcium-dependent cysteine-type endopeptidase activity.protein targeting to vacuole.regulation of biological process.DNA binding.Unknown.neurogenesis.cellular component organization
C0	Zm00001eb225710	Zm00001eb219240.Zm00001eb115450.Zm00001eb364010	
C0	Zm00001eb205830	Known	mitochondrial transport.SCF-dependent proteasomal ubiquitin-dependent protein catabolic process.mitochondrial translation.mitochondrial large ribosomal subunit.response to stress.protein phosphorylation.Unknown.protein ubiquitination.ubiquitin-protein transferase activity.membrane.structural constituent of ribosome.mitochondrial inner membrane.transmembrane transporter activity.SCF ubiquitin ligase complex.protein kinase activity.ATP binding.biological regulation
C0	Zm00001eb187120	Known	response to cold.DNA binding.zinc ion binding.nucleus.regulation of DNA-templated transcription.response to red or far red light.seed germination.DNA-templated transcription
C0	Zm00001eb317700	Zm00001eb334510	
C0	Zm00001eb246690	Zm00001eb006800.Zm00001eb355410.Zm00001eb334510.Zm00001eb414650	phospholipid binding
C0	Zm00001eb376740	Known	zinc ion binding.regulation of DNA-templated transcription.regulation of photomorphogenesis.DNA-templated transcription.regulation of plant-type hypersensitive response.jasmonic acid mediated signaling pathway.Unknown.MAPK cascade.systemic acquired resistance, salicylic acid mediated signaling pathway.nuclear speck.sequence-specific DNA binding.shade avoidance.chlorophyll biosynthetic process.negative regulation of defense response.photomorphogenesis.protein targeting to membrane.anthocyanin-containing compound biosynthetic process.regulation of hydrogen peroxide metabolic process.chloroplast organization.response to bacterium.DNA-binding transcription factor activity
C0	Zm00001eb092090	Known	protein dimerization activity.cytosol.cellular response to sulfate starvation.response to xenobiotic stimulus.import into nucleus.regulation of response to stress.ER-nucleus signaling pathway.DNA-mediated transformation.negative regulation of cell differentiation.response to hormone.endoplasmic reticulum unfolded protein response.nucleus.negative regulation of DNA-templated transcription.Unknown.DNA-templated transcription.DNA-binding transcription factor activity.sequence-specific DNA binding.mitogen-activated protein kinase binding
C0	Zm00001eb266300	Known	beta-N-acetylhexosaminidase activity.lysosome.cytosol.plasma membrane.extracellular space.plant-type cell wall.metabolic process.multicellular organismal process.macropinocytosis.carbohydrate metabolic process.biological regulation.Unknown
C0	Zm00001eb363400	Zm00001eb077710	
C0	Zm00001eb415280	Zm00001eb330600.Zm00001eb253470.Zm00001eb159420.Zm00001eb179000.Zm00001eb068780.Zm00001eb027590.Zm00001eb237020	catabolic process.regulation of biological process.biological regulation.primary metabolic process.metabolic process.cellular process.biological_process.cellular anatomical structure.cellular_component.molecular_function
C0	Zm00001eb220780	Known	oxidoreductase activity, acting on NAD(P)H as acceptor.NAD binding.oxaloacetate decarboxylase activity.protein homodimerization activity.malate metabolic process.Unknown.Unknown.malate dehydrogenase (decarboxylating) (NAD+) activity.chloroplast.pyruvate metabolic process.primary metabolic process.zinc ion binding.ketone metabolic process.mitochondrial matrix.response to stimulus.ATP binding.cobalt ion binding
C0	Zm00001eb283810	Known	cytoplasm.protein homodimerization activity.membrane.positive regulation of abscisic acid-activated signaling pathway.response to stress.negative regulation of catalytic activity.Unknown.Unknown.signaling receptor activity.protein phosphatase inhibitor activity.nucleus.abscisic acid-activated signaling pathway.abscisic acid binding
C0	Zm00001eb153900	Known	peptide binding.Unknown.positive regulation of fibroblast proliferation.response to abscisic acid.zinc ion binding.fatty acid beta-oxidation.response to cytokine.Unknown.regulation of multicellular organismal development.regulation of meristem structural organization.negative regulation of abscisic acid-activated signaling pathway.negative regulation of cell population proliferation.multicellular organism development.Unknown.response to water deprivation.squalene synthase [NAD(P)H] activity.positive regulation of cell cycle.protein import into peroxisome matrix.protein farnesyltransferase complex.Unknown.wound healing.isoprenoid binding.microtubule associated complex.protein farnesylation.positive regulation of DNA-templated transcription.protein farnesyltransferase activity
C0	Zm00001eb246000	Known	signal transduction.plasma membrane.molecular transducer activity.positive gravitropism.inflorescence development.basipetal auxin transport.animal organ development.apical protein localization.Unknown.protein ubiquitination.positive regulation of flower development.response to light stimulus.cotyledon development.intracellular membrane-bounded organelle.late endosome.flower development
C0	Zm00001eb200080	Known	signal transduction.cell development.animal organ development.kinase activity.DNA-templated transcription.phosphorylation.regulation of gene expression.plasma membrane.generation of neurons.lipid binding.protein folding.tissue development.anatomical structure morphogenesis.protein complex oligomerization.prefoldin complex.negative regulation of RNA metabolic process.protein-folding chaperone binding.mitochondrion.membrane.nucleus.regulation of lipid biosynthetic process.Unknown.localization
C0	Zm00001eb096290	Zm00001eb319680.Zm00001eb257640.Zm00001eb220840.Zm00001eb031340.Zm00001eb223840.Zm00001eb315020.Zm00001eb280640.Zm00001eb319030	primary metabolic process.metabolic process.cellular process.biological_process.cellular anatomical structure.cellular_component.localization.vesicle-mediated transport.phospholipid biosynthetic process.phosphatidylinositol kinase activity
C0	Zm00001eb058760	Known	developmental process.proteolysis.multicellular organismal process.protein ubiquitination.membrane.zinc ion binding.nucleus.peptidase activity.regulation of cellular process.cell division.response to stimulus
C0	Zm00001eb160300	Zm00001eb160310.Zm00001eb327280.Zm00001eb180790.Zm00001eb143050.Zm00001eb319630.Zm00001eb416360	organelle organization.binding.cellular process.biological_process.molecular_function.nucleotide binding.nucleoside phosphate binding.heterocyclic compound binding.cellular component organization.cellular component organization or biogenesis
C0	Zm00001eb267100	Known	RNA binding.anatomical structure development.multicellular organismal process.Golgi apparatus.membrane.regulation of cellular process.localization.pseudouridine synthase activity.RNA processing.pseudouridine synthesis
C0	Zm00001eb187920	Zm00001eb187910.Zm00001eb419110.Zm00001eb010790.Zm00001eb079130.Zm00001eb203040.Zm00001eb419440.Zm00001eb220780	small molecule metabolic process.primary metabolic process.metabolic process.cellular process.biological_process.chloroplast.cellular anatomical structure.cellular_component.plastid.molecular_function
C0	Zm00001eb113710	Known	transcription by RNA polymerase II.developmental process.transcription corepressor activity.Unknown.positive regulation of nucleobase-containing compound metabolic process.negative regulation of transcription by RNA polymerase II.protein heterodimerization activity.positive regulation of macromolecule metabolic process.nucleus.sequence-specific DNA binding
C0	Zm00001eb042510	Zm00001eb013730.Zm00001eb320580.Zm00001eb054680.Zm00001eb237020.Zm00001eb081090.Zm00001eb407550	primary metabolic process.metabolic process.cellular process.biological_process.cellular anatomical structure.cellular_component.molecular_function.protein modification process.macromolecule metabolic process.catalytic activity
C0	Zm00001eb118570	Zm00001eb342010.Zm00001eb006510.Zm00001eb425570.Zm00001eb431180.Zm00001eb058230	protein modification process.macromolecule modification.catalytic activity, acting on a protein.transferase activity.primary metabolic process.protein metabolic process.metabolic process.protein phosphorylation.cellular process.biological_process
C0	Zm00001eb281340	Known	cell redox homeostasis.cytosol.translation.Unknown.seed development.cell growth.flavin adenine dinucleotide binding.chloroplast envelope.removal of superoxide radicals.nucleus.pollen germination.response to cadmium ion.mitochondrial matrix.thioredoxin-disulfide reductase (NADPH) activity.electron transport chain
C0	Zm00001eb400170	Known	response to wounding.response to water deprivation.protein targeting to membrane.jasmonic acid mediated signaling pathway.regulation of plant-type hypersensitive response.primary metabolic process.hyperosmotic salinity response.nucleus.abscisic acid-activated signaling pathway.positive regulation of DNA-templated transcription.negative regulation of programmed cell death.response to ethylene.salicylic acid mediated signaling pathway.macromolecule metabolic process.response to auxin
C0	Zm00001eb299070		
C0	Zm00001eb358410	Known	lysosome.chitin binding.metabolic process.endoplasmic reticulum.membrane.chitin catabolic process.macropinocytosis.carbohydrate metabolic process.cellular process.chitinase activity.extracellular region.innate immune response
C0	Zm00001eb413760	Zm00001eb413750.Zm00001eb413770.Zm00001eb267000.Zm00001eb334510	cell killing.killing of cells of another organism.disruption of cell in another organism.disruption of anatomical structure in another organism.multicellular organismal process.developmental process.response to stimulus
C0	Zm00001eb324230	Known	cellular response to water deprivation.Unknown.monocarboxylic acid transport.plasma membrane.amino acid transmembrane transport.carnitine transmembrane transporter activity.cellular response to cold.carbohydrate transport.organic cation transport.organic anion transmembrane transporter activity.leaf senescence.carbohydrate:proton symporter activity.nitrate transmembrane transport.toxin catabolic process.plant-type vacuole membrane.negative regulation of DNA-templated transcription.response to cyclopentenone.cellular response to salt stress.membrane.galactolipid biosynthetic process.proline transport.carnitine transport.cellular response to phosphate starvation
C0	Zm00001eb279840	Known	ubiquitin-like protein binding.protein neddylation.membrane.positive regulation of ubiquitin-protein transferase activity.cullin family protein binding.ubiquitin ligase complex.Unknown.ubiquitin conjugating enzyme binding.nucleus.Unknown
C0	Zm00001eb105710	Zm00001eb000210.Zm00001eb327280.Zm00001eb160310.Zm00001eb180790.Zm00001eb076770.Zm00001eb371020	binding.cellular process.biological_process.molecular_function.nucleic acid binding
C0	Zm00001eb410070	Known	embryo development ending in seed dormancy.dihydrofolate synthase activity.amino acid biosynthetic process.one-carbon metabolic process.tetrahydrofolylpolyglutamate synthase activity.dihydrofolate biosynthetic process.tetrahydrofolylpolyglutamate biosynthetic process.ketone metabolic process.mitochondrial matrix.ATP binding
C0	Zm00001eb389150	Known	response to starvation.cellular process.intracellular protein transport.plasma membrane protein complex.regulation of vesicle fusion.small GTPase binding.GTPase activator activity.autophagy.autophagosome.regulation of purine nucleotide catabolic process.regulation of nucleoside metabolic process.activation of GTPase activity.regulation of Rab protein signal transduction.endosome membrane
C0	Zm00001eb428840	Known	protein dimerization activity.cytosol.intracellular signal transduction.protein phosphorylation.regulation of DNA-templated transcription.DNA-templated transcription
C0	Zm00001eb111270	Known	quercetin 7-O-glucosyltransferase activity.primary metabolic process.quercetin 3-O-glucosyltransferase activity.membrane.intracellular membrane-bounded organelle.response to stimulus.Unknown
C0	Zm00001eb186900	Known	response to salt stress.mitochondrion.water transport.chloroplast envelope.membrane.channel activity.response to water deprivation.cellular process.Unknown.vacuole
C0	Zm00001eb028210	Zm00001eb360250.Zm00001eb267710.Zm00001eb033150.Zm00001eb103580.Zm00001eb319930.Zm00001eb335900.Zm00001eb425570.Zm00001eb056220.Zm00001eb273840	primary metabolic process.metabolic process.cellular process.biological_process.cellular anatomical structure.cellular_component.molecular_function.plasma membrane.anatomical structure development.macromolecule metabolic process
C0	Zm00001eb320670	Known	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process.regulation of cell growth.multicellular organismal process.Cul3-RING ubiquitin ligase complex.protein ubiquitination.response to red light.nucleus.SCF ubiquitin ligase complex.ubiquitin-protein transferase activity.regulation of cell size
C0	Zm00001eb106940	Known	post-embryonic development.metabolic process.DNA binding.zinc ion binding.nucleus.regulation of DNA-templated transcription.DNA-templated transcription
C0	Zm00001eb027310	Zm00001eb081090.Zm00001eb013730.Zm00001eb237500.Zm00001eb384630	aromatic amino acid family biosynthetic process
C0	Zm00001eb135540	Known	cytosol.chloroplast.pyrimidine nucleobase metabolic process.pyrimidine nucleoside salvage.Unknown.uridine kinase activity.ATP binding.phosphorylation
C0	Zm00001eb410680	Zm00001eb385600.Zm00001eb279840.Zm00001eb267000.Zm00001eb210850.Zm00001eb355410	regulation of catalytic activity.regulation of molecular function
C0	Zm00001eb171280	Zm00001eb058230.Zm00001eb159420.Zm00001eb431180.Zm00001eb330830.Zm00001eb267710.Zm00001eb076770.Zm00001eb160310	binding.primary metabolic process.metabolic process.nucleotide binding.nucleoside phosphate binding.molecular_function.heterocyclic compound binding.cellular process.biological_process.regulation of cellular process
C0	Zm00001eb375430	Known	zinc ion binding.positive regulation of RNA splicing.cytoplasm.spliceosomal snRNP assembly.mRNA cis splicing, via spliceosome.U6 snRNA binding.U2-type catalytic step 1 spliceosome.embryo development.cellular response to stress.defense response to bacterium.U2-type catalytic step 2 spliceosome.mRNA binding.pre-mRNA binding.Unknown.nucleotide binding.Prp19 complex.calcium-dependent protein binding.protein transmembrane import into intracellular organelle.positive regulation of intracellular protein transport.structural constituent of nuclear pore
C0	Zm00001eb279070	Known	Unknown.response to zinc ion.protein metabolic process.metal ion binding.proteolysis.aminoacylase activity.chloroplast.endoplasmic reticulum.Golgi apparatus.amino acid metabolic process.metallopeptidase activity.vacuole
