Community	Unknown	Annotated	Functions
C0	Zm00001eb191320	Zm00001eb075980	macromolecule biosynthetic process.nucleic acid biosynthetic process.localization.RNA biosynthetic process.nucleobase-containing compound biosynthetic process.organelle envelope.nuclear envelope.nucleoplasm
C0	Zm00001eb271740		
C0	Zm00001eb204830		
C0	Zm00001eb346000		
C0	Zm00001eb091650	Zm00001eb023380	fatty acid metabolic process.organic acid biosynthetic process.monocarboxylic acid metabolic process.monocarboxylic acid biosynthetic process.lipid metabolic process.carboxylic acid biosynthetic process.small molecule biosynthetic process.fatty acid biosynthetic process.lipid biosynthetic process.thiolester hydrolase activity
C0	Zm00001eb006100		
C0	Zm00001eb424130		
C0	Zm00001eb300430		
C0	Zm00001eb404910		
C0	Zm00001eb349890		
C0	Zm00001eb205650		
C0	Zm00001eb372740		
C0	Zm00001eb233430		
C1	Zm00001eb071240	Known	systemic acquired resistance.response to molecule of bacterial origin.protein serine/threonine phosphatase activity.Unknown.L-tryptophan catabolic process.red light signaling pathway.post-translational protein modification.plasmodesma.binding.nucleus.protein dephosphorylation.indoleacetic acid biosynthetic process.membrane.negative regulation of defense response.plasma membrane
C1	Zm00001eb417420	Zm00001eb112710	
C1	Zm00001eb223570	Zm00001eb341430	
C1	Zm00001eb340490	Known	COPII vesicle coat.endoplasmic reticulum membrane.cytosol.viral capsid.Golgi membrane.zinc ion binding.endoplasmic reticulum to Golgi vesicle-mediated transport.intracellular protein transport.multicellular organismal process.cellular component organization
C1	Zm00001eb155100	Zm00001eb045900	
C1	Zm00001eb192230	Known	metabolic process.cation binding.protein serine/threonine phosphatase activity.response to abscisic acid.cytoplasm.protein dephosphorylation.Unknown.response to cold.response to water deprivation.post-translational protein modification.Unknown.response to chitin.nucleus.negative regulation of protein kinase activity.response to carbohydrate.signal transduction.regulation of defense response to virus
C1	Zm00001eb155870	Zm00001eb211620	
C1	Zm00001eb347390	Zm00001eb341430	
C1	Zm00001eb301980		
C1	Zm00001eb184700		
C1	Zm00001eb221710	Zm00001eb211410.Zm00001eb188070.Zm00001eb073410	catabolic process.primary metabolic process.metabolic process.lipid metabolic process.cellular process.biological_process.cellular anatomical structure.cellular_component.molecular_function.cellular component organization
C1	Zm00001eb168320	Zm00001eb112710	
C1	Zm00001eb337670		
C1	Zm00001eb237300		
C1	Zm00001eb027330	Zm00001eb112710	
C1	Zm00001eb343700		
C1	Zm00001eb394110	Known	gene expression.ribosomal small subunit biogenesis.regulation of biological process.polysaccharide binding.protein metabolic process.membrane protein complex.hydrolase activity, hydrolyzing O-glycosyl compounds.RNA metabolic process.nucleus.preribosome, small subunit precursor.late endosome membrane.vacuolar membrane.ribosomal small subunit export from nucleus
C1	Zm00001eb351650	Zm00001eb223130.Zm00001eb026180	
C1	Zm00001eb351710		
C1	Zm00001eb028950	Zm00001eb045900	
C1	Zm00001eb363790	Zm00001eb045900	
C1	Zm00001eb182120		
C1	Zm00001eb006730		
C1	Zm00001eb105320		
C1	Zm00001eb030970	Zm00001eb188070.Zm00001eb026180	
C1	Zm00001eb095670	Known	proline biosynthetic process.ketone metabolic process.glutamate-5-semialdehyde dehydrogenase activity.amine metabolic process.Unknown.glutamate 5-kinase activity.membrane.cytoplasm.phosphorylation.amine biosynthetic process
C1	Zm00001eb231600	Zm00001eb140460	
C1	Zm00001eb176180	Zm00001eb045900	
C1	Zm00001eb109680	Known	nucleotide binding.cytosol.regulation of biological process.nuclear speck.RNA processing.RNA binding.membrane.metal ion transport
C1	Zm00001eb317150	Known	Unknown.alternative oxidase activity.metal ion binding.Unknown.response to stimulus.Unknown.signaling.membrane.Unknown.microtubule-based movement.primary metabolic process
C1	Zm00001eb199460	Known	primary metabolic process.lipid transporter activity.transport.Unknown.binding.cellular component organization.membrane.macromolecule localization.plasma membrane.intracellular anatomical structure
C1	Zm00001eb044300	Known	phosphatidylinositol phosphate biosynthetic process.cytosol.ATP binding.protein metabolic process.Unknown.lipid kinase activity.endosome membrane
C1	Zm00001eb178920		
C1	Zm00001eb213220	Zm00001eb045900.Zm00001eb095670	
C1	Zm00001eb299330	Zm00001eb044300	
C1	Zm00001eb212920		
C1	Zm00001eb003060		
C1	Zm00001eb047230	Zm00001eb412940.Zm00001eb188070.Zm00001eb174340.Zm00001eb211410.Zm00001eb192230	macromolecule metabolic process.regulation of biological process.biological regulation.protein modification process.signal transduction.macromolecule modification.primary metabolic process.metabolic process.regulation of cellular process.cellular process
C1	Zm00001eb002900		
C1	Zm00001eb304870	Zm00001eb026180.Zm00001eb211410	
C1	Zm00001eb225640	Zm00001eb112710	
C1	Zm00001eb310680	Known	cellular process.response to stimulus.membrane.transporter activity.metabolic process.oligopeptide transport
C1	Zm00001eb093580	Known	response to symbiotic fungus.xenobiotic transmembrane transport.antiporter activity.xenobiotic transmembrane transporter activity.monoatomic cation transmembrane transporter activity.membrane.cysteine biosynthetic process.plasma membrane
C1	Zm00001eb428640		
C1	Zm00001eb118460	Zm00001eb045900	
C1	Zm00001eb223130	Known	protein metabolic process.catalytic activity.zinc ion binding
C1	Zm00001eb268550	Known	protein targeting to mitochondrion.chloroplast.transferase activity.mitochondrial respiratory chain complex I assembly.monoatomic ion transport.response to heat.response to hydrogen peroxide.biosynthetic process.nucleus.protein folding.membrane.mitochondrial inner membrane.response to high light intensity
C1	Zm00001eb257070	Known	sucrose biosynthetic process.cell communication.macromolecule biosynthetic process.dephosphorylation.response to stimulus.Unknown.signaling.sucrose-phosphate phosphatase activity.Unknown.binding.multicellular organism development.acyltransferase activity, transferring groups other than amino-acyl groups.membrane.Unknown
C1	Zm00001eb349180	Zm00001eb341430	
C1	Zm00001eb040930	Zm00001eb119630.Zm00001eb112710.Zm00001eb340490	transport.establishment of localization.localization.protein transport.Golgi apparatus.cellular macromolecule localization.establishment of protein localization.protein localization.nitrogen compound transport.membrane protein complex
C1	Zm00001eb132140	Zm00001eb310380.Zm00001eb405420	regulation of cellular process.regulation of biological process.biological regulation.regulation of organelle organization.metaphase/anaphase transition of cell cycle.negative regulation of mitotic cell cycle phase transition.mitotic cell cycle phase transition.meiotic sister chromatid cohesion.regulation of chromosome organization.regulation of mitotic cell cycle
C1	Zm00001eb123900	Known	protein polyubiquitination.Unknown.ATP binding.proteasome-mediated ubiquitin-dependent protein catabolic process.nucleus.cytoplasm
C1	Zm00001eb201060	Zm00001eb044300.Zm00001eb317150	
C1	Zm00001eb267850		
C1	Zm00001eb073410	Known	4-hydroxy-tetrahydrodipicolinate synthase activity.chloroplast.ubiquinone biosynthetic process.Unknown.diaminopimelate biosynthetic process.lysine biosynthetic process via diaminopimelate.small molecule catabolic process
C1	Zm00001eb176830		
C1	Zm00001eb188070	Known	macroautophagy.GTP binding.endoplasmic reticulum to Golgi vesicle-mediated transport.small GTPase-mediated signal transduction.Golgi to plasma membrane transport.cellular response to starvation.multicellular organismal process.cellular component organization.intracellular anatomical structure.N-terminal protein myristoylation
C1	Zm00001eb418900	Zm00001eb340490	
C1	Zm00001eb405420	Known	kinetochore.homoserine dehydrogenase activity.metaphase/anaphase transition of mitotic cell cycle.mitotic M phase.mitotic spindle assembly checkpoint signaling.regulation of primary metabolic process.meiotic sister chromatid cohesion, centromeric.protein kinase activity.Unknown.Unknown.phosphorylation.primary metabolic process
C1	Zm00001eb166070	Zm00001eb044300	
C1	Zm00001eb288240	Zm00001eb319230.Zm00001eb192230	
C1	Zm00001eb355160	Zm00001eb045900	
C1	Zm00001eb095910		
C1	Zm00001eb089940	Zm00001eb412940	ER-nucleus signaling pathway.membrane organization.translation.regulation of immune system process.protein localization to membrane.basic amino acid transport.acidic amino acid transport.amino acid transport.regulation of cellular response to stress.inorganic anion transport
C1	Zm00001eb015360		
C1	Zm00001eb350680	Zm00001eb340490.Zm00001eb119630.Zm00001eb112710	transport.establishment of localization.localization.protein transport.Golgi apparatus.cellular macromolecule localization.establishment of protein localization.protein localization.nitrogen compound transport.membrane protein complex
C1	Zm00001eb121710	Zm00001eb044300	
C1	Zm00001eb340130	Zm00001eb045900	
C1	Zm00001eb022720	Zm00001eb075910.Zm00001eb119630.Zm00001eb157510.Zm00001eb268550.Zm00001eb340490.Zm00001eb405420	cellular process.biological_process.cellular anatomical structure.cellular_component.molecular_function.intracellular organelle.organelle.cellular component organization.cellular component organization or biogenesis.transferase activity
C1	Zm00001eb343710	Zm00001eb073410.Zm00001eb109680	
C1	Zm00001eb160150		
C1	Zm00001eb336170		
C1	Zm00001eb174340	Known	carbohydrate metabolic process.ATP binding.protein kinase activity.hydrolase activity, hydrolyzing O-glycosyl compounds.multicellular organism development.protein phosphorylation.membrane.signal transduction
C1	Zm00001eb275180		
C1	Zm00001eb411870		
C1	Zm00001eb380570		
C1	Zm00001eb290880	Zm00001eb211410.Zm00001eb026180	
C1	Zm00001eb155110	Zm00001eb045900	
C1	Zm00001eb185490		
C1	Zm00001eb085710	Zm00001eb026180	
C1	Zm00001eb371080		
C1	Zm00001eb319230	Known	sequence-specific DNA binding.cytosolic small ribosomal subunit.defense response.response to chemical.Unknown.DNA-templated transcription.response to other organism
C1	Zm00001eb045900	Known	chloroplast.Unknown.ligase activity.RNA splicing.hydrolase activity, acting on ester bonds.glycosyltransferase activity.membrane
C1	Zm00001eb318860	Zm00001eb026180	
C1	Zm00001eb207340	Zm00001eb026180	
C1	Zm00001eb119630	Known	purine ribonucleoside catabolic process.proton-transporting two-sector ATPase complex, catalytic domain.Golgi apparatus.response to cadmium ion.plant-type vacuole membrane.purine ribonucleoside triphosphate catabolic process.binding.Unknown.plasma membrane.purine ribonucleotide catabolic process.hyperosmotic response.response to cold.response to salt stress.plant-type cell wall biogenesis.proton transmembrane transport.proton-transporting ATPase activity, rotational mechanism.defense response to bacterium.glucose catabolic process.cytosolic ribosome.glycolytic process.embryo development ending in seed dormancy.vacuole organization.calcium ion transport.Golgi organization.water transport
C1	Zm00001eb308960		
C1	Zm00001eb163330	Zm00001eb026180	
C1	Zm00001eb304860	Zm00001eb026180.Zm00001eb211410	
C1	Zm00001eb274140	Zm00001eb341430	
C1	Zm00001eb146990		
C1	Zm00001eb299000	Zm00001eb026180	
C1	Zm00001eb382130	Zm00001eb026180.Zm00001eb223130.Zm00001eb044300	macromolecule metabolic process.binding.primary metabolic process.metabolic process.cellular process.biological_process.molecular_function
C1	Zm00001eb290810	Zm00001eb211410	
C1	Zm00001eb077810		
C1	Zm00001eb233480	Zm00001eb211620	
C1	Zm00001eb310380	Known	Unknown.regulation of cellular process.binding.membrane.plasma membrane
C1	Zm00001eb128270		
C1	Zm00001eb292550	Zm00001eb044300	
C1	Zm00001eb225560	Zm00001eb045900.Zm00001eb095670	
C1	Zm00001eb337660		
C1	Zm00001eb211410	Known	extracellular region.plasmodesma.vacuole.acid phosphatase activity.nucleobase-containing compound metabolic process.macromolecule metabolic process.regulation of biological process.Unknown.phosphatidylcholine phospholipase C activity.cellular component organization.membrane.plasma membrane.phospholipid catabolic process
C1	Zm00001eb088030	Zm00001eb112710.Zm00001eb119630	Golgi apparatus.transport.establishment of localization.localization.ADP metabolic process.regulation of signal transduction.monoatomic ion transmembrane transport.purine ribonucleoside triphosphate metabolic process.purine ribonucleoside diphosphate catabolic process.positive regulation of catalytic activity
C1	Zm00001eb225310		
C1	Zm00001eb170640		
C1	Zm00001eb242180		
C1	Zm00001eb341430	Known	carbohydrate metabolic process.methyltransferase activity.methylation.biosynthetic process.system development.membrane.Unknown
C1	Zm00001eb135310	Zm00001eb095670	
C1	Zm00001eb079550		
C1	Zm00001eb182600	Zm00001eb045900	
C1	Zm00001eb318840	Zm00001eb026180	
C1	Zm00001eb442310	Zm00001eb211410.Zm00001eb026180	
C1	Zm00001eb329930	Zm00001eb112710	
C1	Zm00001eb193610	Zm00001eb095670	
C1	Zm00001eb354740	Zm00001eb112710	
C1	Zm00001eb318830	Zm00001eb026180	
C1	Zm00001eb080240	Zm00001eb095670	
C1	Zm00001eb309570	Zm00001eb341430	
C1	Zm00001eb139200		
C1	Zm00001eb223120	Zm00001eb223130.Zm00001eb044300	
C1	Zm00001eb031890	Zm00001eb317150	
C1	Zm00001eb290800	Zm00001eb211410	
C1	Zm00001eb211620	Known	response to heat.enzyme inhibitor activity.nucleus.protein folding.response to high light intensity.response to salt stress.response to hydrogen peroxide.protein metabolic process.membrane.Hsp70 protein binding.transferase activity.cytosol.catabolic process.endoplasmic reticulum.gene expression.regulation of catalytic activity.regulation of translation.Unknown.RNA binding.Unknown
C1	Zm00001eb329660	Zm00001eb192230	response to alcohol.response to lipid.response to water deprivation.response to hormone.negative regulation of phosphate metabolic process.negative regulation of protein modification process.negative regulation of macromolecule metabolic process.negative regulation of protein phosphorylation.response to acid chemical.negative regulation of molecular function
C1	Zm00001eb352380		
C1	Zm00001eb418780	Zm00001eb112710	
C1	Zm00001eb075910	Known	cell differentiation.regulation of biosynthetic process.anatomical structure morphogenesis.nucleus.protein lipoylation.4 iron, 4 sulfur cluster binding.DNA-templated transcription.signal transduction.chloroplast.lipoate synthase activity.animal organ development.Unknown.regulation of gene expression.negative regulation of biological process.lipoate biosynthetic process.tissue development.ferredoxin-[NAD(P)H] reductase activity.Unknown.photosynthesis.positive regulation of biological process
C1	Zm00001eb054640	Zm00001eb045900	
C1	Zm00001eb157510	Known	mitochondrion.ketone metabolic process.3-deoxy-7-phosphoheptulonate synthase activity.Unknown.pyridoxal phosphate binding.aromatic amino acid family biosynthetic process.transaminase activity.catabolic process.amine metabolic process
C1	Zm00001eb350940	Zm00001eb026180	
C1	Zm00001eb059590	Zm00001eb026180.Zm00001eb211410	
C1	Zm00001eb294210	Known	glucuronoxylan metabolic process.beta-galactosidase activity.response to stimulus.xylan biosynthetic process.extracellular region.signaling.vacuole.regulation of cellular process.protein desumoylation.vegetative to reproductive phase transition of meristem.hydrogen peroxide biosynthetic process.localization.membrane
C1	Zm00001eb334460	Known	carbohydrate metabolic process.beta-D-fucosidase activity.Unknown.chloroplast.beta-mannosidase activity.plant-type cell wall.biological regulation.apoplast.4-methylumbelliferyl-beta-D-glucopyranoside beta-glucosidase activity.Unknown.cytosolic ribosome.beta-gentiobiose beta-glucosidase activity.glycosyl compound metabolic process.membrane.esculin beta-glucosidase activity.beta-galactosidase activity.beta-L-arabinosidase activity.amygdalin beta-glucosidase activity.glucan exo-1,3-beta-glucosidase activity.response to stress.cellobiose glucosidase activity
C1	Zm00001eb246320	Zm00001eb045900.Zm00001eb095670	
C1	Zm00001eb087530		
C1	Zm00001eb318850	Zm00001eb026180	
C1	Zm00001eb099120	Known	cellular process.establishment of localization.regulation of biological process.calcium-dependent phospholipid binding.response to stress.multicellular organismal process.calcium ion binding
C1	Zm00001eb185710	Zm00001eb026180	
C1	Zm00001eb336140	Zm00001eb045900	
C1	Zm00001eb381480	Zm00001eb045900	
C1	Zm00001eb275660	Zm00001eb044300.Zm00001eb211620.Zm00001eb109680	cytosol.RNA binding.primary metabolic process.metabolic process.cellular process.biological_process.membrane.cellular anatomical structure.cellular_component.binding
C1	Zm00001eb004510	Zm00001eb341430.Zm00001eb405420	primary metabolic process.metabolic process.regulation of organelle organization.metaphase/anaphase transition of cell cycle.negative regulation of mitotic cell cycle phase transition.mitotic cell cycle phase transition.meiotic sister chromatid cohesion.regulation of chromosome organization.regulation of mitotic cell cycle.negative regulation of cell cycle process
C1	Zm00001eb108740	Zm00001eb045900	
C1	Zm00001eb235300	Zm00001eb112710	
C1	Zm00001eb026180	Known	DNA-binding transcription factor activity.response to stimulus.regulation of DNA-templated transcription.multicellular organism development.DNA-templated transcription.membrane.plasma membrane.DNA binding
C1	Zm00001eb332480	Zm00001eb073410.Zm00001eb211410.Zm00001eb319230	primary metabolic process.metabolic process.lipid metabolic process.cellular process.biological_process.cellular_component.molecular_function.nucleobase-containing compound metabolic process
C1	Zm00001eb112710	Known	protein transport.regulation of Rab protein signal transduction.Golgi apparatus.regulation of nucleoside metabolic process.Unknown.regulation of purine nucleotide catabolic process.small GTPase-mediated signal transduction.Rab GDP-dissociation inhibitor activity.oxidoreductase activity.positive regulation of GTPase activity.GTPase activator activity
C1	Zm00001eb140460	Known	phospholipase A2 activity.carboxylic acid metabolic process.cytoplasm.Unknown.membrane.galactolipase activity.lipid catabolic process
C1	Zm00001eb147000		
C1	Zm00001eb284920		
C1	Zm00001eb412940	Known	amino acid import.amine transmembrane transporter activity.neutral L-amino acid transmembrane transporter activity.endoplasmic reticulum to Golgi vesicle-mediated transport.acidic amino acid transport.plasma membrane.plastid.response to karrikin.regulation of monoatomic ion transport.negative regulation of programmed cell death.N-terminal protein myristoylation.translation.neutral amino acid transport.endoplasmic reticulum unfolded protein response.ER-nucleus signaling pathway.regulation of plant-type hypersensitive response.ammonium transmembrane transport.inorganic anion transport.acidic amino acid transmembrane transporter activity.basic amino acid transport.active transmembrane transporter activity.nucleotide transport.protein targeting to membrane.inorganic cation transmembrane transport.membrane.amine transport.amino acid transmembrane transport.membrane fusion
C1	Zm00001eb039470	Zm00001eb109680.Zm00001eb073410	
C1	Zm00001eb394100	Known	gene expression.ribosomal small subunit biogenesis.regulation of biological process.polysaccharide binding.protein metabolic process.membrane protein complex.hydrolase activity, hydrolyzing O-glycosyl compounds.RNA metabolic process.nucleus.preribosome, small subunit precursor.late endosome membrane.vacuolar membrane.ribosomal small subunit export from nucleus
C1	Zm00001eb239910	Zm00001eb026180	
C1	Zm00001eb237670	Zm00001eb026180	
C2	Zm00001eb052320	Zm00001eb139220	
C2	Zm00001eb079960	Zm00001eb181460	
C2	Zm00001eb084000	Known	cellular process.defense response to bacterium.killing of cells of another organism.vacuole.extraorganismal space.binding.defense response to fungus.aleurone grain.membrane.nutrient reservoir activity
C2	Zm00001eb340910	Zm00001eb139220	
C2	Zm00001eb412080	Zm00001eb181460	
C2	Zm00001eb152440	Zm00001eb084000.Zm00001eb422530	vacuole
C2	Zm00001eb265180	Zm00001eb181460	
C2	Zm00001eb331620	Known	regulation of cellular process.developmental process.protein metabolic process.binding.RNA metabolic process.Unknown.membrane
C2	Zm00001eb228850	Zm00001eb228810.Zm00001eb153420	positive regulation of metabolic process.positive regulation of macromolecule metabolic process.ribosome.positive regulation of cellular process.positive regulation of biological process.membraneless organelle.intracellular membraneless organelle.regulation of macromolecule metabolic process.regulation of metabolic process.nucleic acid binding
C2	Zm00001eb223650		
C2	Zm00001eb284950	Known	multicellular organismal process.developmental process.regulation of DNA-templated transcription.auxin-activated signaling pathway.binding.nucleus.DNA-templated transcription
C2	Zm00001eb415000	Zm00001eb116740.Zm00001eb346680.Zm00001eb047040.Zm00001eb211270	biological_process.cellular process.transport.cellular anatomical structure.cellular_component.molecular_function.establishment of localization.localization.homeostatic process.response to stimulus
C2	Zm00001eb258640	Known	endoplasmic reticulum membrane.proteasome core complex.protein N-linked glycosylation.nucleus.protein folding.threonine-type endopeptidase activity.biological regulation.multicellular organismal process.cytoplasm.cytosol.sexual reproduction.Unknown.Unknown.hexosyltransferase activity.prefoldin complex.proteolysis involved in protein catabolic process.biosynthetic process.Unknown.membrane.unfolded protein binding.metal ion binding.cortical microtubule organization.Unknown.primary metabolic process
C2	Zm00001eb263920	Zm00001eb139220	
C2	Zm00001eb307040	Zm00001eb211270.Zm00001eb116740.Zm00001eb346680	transport.establishment of localization.localization.homeostatic process.response to stimulus.primary metabolic process.metabolic process.biological_process.cellular process.cellular anatomical structure
C2	Zm00001eb224540		
C2	Zm00001eb009820	Zm00001eb139220	
C2	Zm00001eb120000	Zm00001eb119990.Zm00001eb057880	
C2	Zm00001eb339770		
C2	Zm00001eb075930	Zm00001eb139220	
C2	Zm00001eb299160	Known	ubiquitin-protein transferase activity.multicellular organismal process.oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor.protein ubiquitination.cell surface receptor signaling pathway.membrane.SCF-dependent proteasomal ubiquitin-dependent protein catabolic process.SCF ubiquitin ligase complex
C2	Zm00001eb022610	Zm00001eb139220	
C2	Zm00001eb206920		
C2	Zm00001eb128700	Zm00001eb422530.Zm00001eb252290	
C2	Zm00001eb089490	Zm00001eb107320.Zm00001eb119990	
C2	Zm00001eb327590	Zm00001eb181460	
C2	Zm00001eb047050	Zm00001eb047040.Zm00001eb284950	
C2	Zm00001eb363800		
C2	Zm00001eb262560	Zm00001eb107320.Zm00001eb057880	cellular response to stimulus.cellular response to stress.cellular component organization or biogenesis.cellular component organization.response to stress.response to stimulus.metabolic process.developmental growth.ER-nucleus signaling pathway.growth
C2	Zm00001eb041440		
C2	Zm00001eb392900	Zm00001eb346680	
C2	Zm00001eb269880	Zm00001eb331620.Zm00001eb153420	
C2	Zm00001eb157890	Zm00001eb228810.Zm00001eb076570.Zm00001eb172680	catalytic activity.primary metabolic process.metabolic process.biological_process.cellular process.cellular anatomical structure.cellular_component.binding.molecular_function.catabolic process
C2	Zm00001eb227190	Zm00001eb181460.Zm00001eb139220	
C2	Zm00001eb228810	Known	metabolic process.TRAMP-dependent tRNA surveillance pathway.nuclear mRNA surveillance.nucleolus.cytoplasmic exosome (RNase complex).Unknown.U1 snRNA 3'-end processing.nuclear polyadenylation-dependent rRNA catabolic process.RNA methylation.ribosome.protein-containing complex.cytosol.exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA).nuclear exosome (RNase complex).mRNA 3'-UTR AU-rich region binding.U4 snRNA 3'-end processing.3'-5'-RNA exonuclease activity.Unknown.U5 snRNA 3'-end processing.Unknown.nuclear polyadenylation-dependent mRNA catabolic process.protein targeting to mitochondrion
C2	Zm00001eb406610	Known	DNA-binding transcription factor activity.sequence-specific DNA binding.primary root development.cellular response to phosphate starvation.animal organ development.response to abscisic acid.negative regulation of DNA-templated transcription.cellular response to endogenous stimulus.response to nitrate.chromatin binding.transition metal ion transport.nucleus.nitrate transmembrane transport.DNA-templated transcription
C2	Zm00001eb264000	Zm00001eb139220	
C2	Zm00001eb341190		
C2	Zm00001eb093240		
C2	Zm00001eb347290	Zm00001eb228810.Zm00001eb172680.Zm00001eb346680	nucleobase-containing compound metabolic process.catalytic activity.primary metabolic process.metabolic process.biological_process.cellular process.cellular anatomical structure.cellular_component.binding.molecular_function
C2	Zm00001eb237380	Zm00001eb284950	
C2	Zm00001eb181460	Known	defense response to bacterium.Hsp90 protein binding.plant-type hypersensitive response.regulation of biological process.protein stabilization.zinc ion binding.small GTPase binding.defense response to fungus.nucleus.cytoplasm.membrane.respiratory burst involved in defense response.primary metabolic process
C2	Zm00001eb391440	Zm00001eb346680.Zm00001eb153420	
C2	Zm00001eb334690		
C2	Zm00001eb345710		
C2	Zm00001eb234800	Zm00001eb181460	
C2	Zm00001eb081760	Known	metabolic process.DNA-binding transcription factor activity.sequence-specific DNA binding.response to stimulus.regulation of DNA-templated transcription.nucleus.DNA-templated transcription
C2	Zm00001eb386340	Zm00001eb258640.Zm00001eb310800.Zm00001eb252290	sexual reproduction.cytoplasmic microtubule organization.microtubule cytoskeleton organization.cortical microtubule organization.cytoskeleton organization.supramolecular fiber organization.cortical cytoskeleton organization.microtubule-based process.prefoldin complex.unfolded protein binding
C2	Zm00001eb195340	Zm00001eb284950	
C2	Zm00001eb288030		
C2	Zm00001eb207940	Known	metabolic process.transcription by RNA polymerase II.positive regulation of DNA-templated transcription.developmental process.mediator complex.transcription coregulator activity.cellular component organization.regulation of transcription by RNA polymerase II
C2	Zm00001eb407970		
C2	Zm00001eb267730	Known	metabolic process.transcription by RNA polymerase II.chromatin.negative regulation of DNA-templated transcription.Unknown.developmental process.chromosome organization.membrane.multicellular organismal process.histone deacetylase complex.transcription corepressor activity.histone deacetylase activity
C2	Zm00001eb041580	Zm00001eb284950.Zm00001eb053940	
C2	Zm00001eb219860	Zm00001eb346680.Zm00001eb153420	
C2	Zm00001eb425480	Zm00001eb139220	
C2	Zm00001eb263930	Zm00001eb139220	
