Community	Unknown	Annotated	Functions
C0	Zm00001eb107090	Known	lipid metabolic process.phosphatidylcholine lysophospholipase activity.response to zinc ion.nucleus.endoplasmic reticulum.plasma membrane.monoacylglycerol lipase activity.Golgi apparatus.plasmodesma.response to cadmium ion.regulation of cellular process.Unknown.response to hydrogen peroxide.2-acylglycerol O-acyltransferase activity
C0	Zm00001eb421060	Known	transferase activity.proteolysis.multicellular organismal process.cellular component organization.cytoplasm.positive regulation of biological process.lipoate biosynthetic process.protein lipoylation.membrane
C0	Zm00001eb034220	Known	protein modification by small protein conjugation or removal.ubiquitin-dependent protein catabolic process
C0	Zm00001eb404710	Known	ketone metabolic process.amine metabolic process.L-arginine biosynthetic process.cytoplasm.L-glutamate N-acetyltransferase activity.amine biosynthetic process
C0	Zm00001eb113480	Zm00001eb039390.Zm00001eb371760	
C0	Zm00001eb392480	Zm00001eb202120.Zm00001eb325920	
C0	Zm00001eb065920	Zm00001eb084350.Zm00001eb209360.Zm00001eb052650	
C0	Zm00001eb157720	Zm00001eb433750.Zm00001eb066190.Zm00001eb177450.Zm00001eb115120.Zm00001eb229430.Zm00001eb153030	carbohydrate derivative metabolic process.carbohydrate derivative biosynthetic process.ribonucleotide metabolic process.ribose phosphate metabolic process.catalytic activity.nucleotide metabolic process.nucleoside phosphate metabolic process.nucleobase-containing small molecule metabolic process.primary metabolic process.glycoside metabolic process
C0	Zm00001eb394530	Known	Unknown.chloroplast envelope.response to abscisic acid.chloroplast thylakoid.plasma membrane.membrane.oxidoreductase activity.defense response to bacterium.vacuolar membrane.isomerase activity.cytosol.cellular process.chloroplast stroma.apoplast.binding
C0	Zm00001eb387910	Zm00001eb403050.Zm00001eb235880.Zm00001eb210720.Zm00001eb205040	proteasome assembly.response to topologically incorrect protein.response to misfolded protein.proteasome-mediated ubiquitin-dependent protein catabolic process.proteasomal protein catabolic process.carbohydrate metabolic process.protein catabolic process.ubiquitin-dependent protein catabolic process.modification-dependent macromolecule catabolic process.modification-dependent protein catabolic process
C0	Zm00001eb434920	Zm00001eb105270	
C0	Zm00001eb001020	Zm00001eb394520.Zm00001eb249160.Zm00001eb052650	glyceraldehyde-3-phosphate metabolic process.isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway.isopentenyl diphosphate metabolic process.isopentenyl diphosphate biosynthetic process.aldehyde metabolic process.phospholipid biosynthetic process.phospholipid metabolic process.RNA processing.organophosphate biosynthetic process.large ribosomal subunit
C0	Zm00001eb192440	Zm00001eb192430.Zm00001eb041560.Zm00001eb177480.Zm00001eb215400	
C0	Zm00001eb285880	Zm00001eb296460.Zm00001eb388080.Zm00001eb014120	cellular component organization.cellular component organization or biogenesis.cell growth
C0	Zm00001eb441560		
C0	Zm00001eb063250	Known	pentose-phosphate shunt.plastid transcription.chloroplast.rRNA processing.tetrahydrobiopterin biosynthetic process.4-alpha-hydroxytetrahydrobiopterin dehydratase activity.thylakoid membrane organization.multicellular organismal process.iron-sulfur cluster assembly.photosystem II assembly.response to stress.aromatic amino acid family biosynthetic process.chloroplast relocation.Unknown
C0	Zm00001eb408950	Known	response to stimulus.Unknown.positive regulation of cellular process.mitochondrion.regulation of nucleobase-containing compound metabolic process.regulation of macromolecule biosynthetic process.oxidoreductase activity.anther wall tapetum cell fate specification.binding.regulation of gene expression.negative regulation of biological process.membrane.microsporogenesis.DNA-templated transcription.cell fate determination.Unknown
C0	Zm00001eb293310	Known	unfolded protein binding.chloroplast.heat shock protein binding.protein folding.multicellular organismal process.response to stress.electron transfer activity.metabolic process.iron ion binding.iron-sulfur cluster binding.biological regulation.protein metabolic process
C0	Zm00001eb237290	Known	nicotinamidase activity.negative regulation of macromolecule biosynthetic process.chloroplast.epigenetic regulation of gene expression.isochorismatase activity.nucleus.uracil catabolic process.Unknown.post-translational protein modification.response to stress.regulation of DNA-templated transcription.negative regulation of gene expression.nicotinamide metabolic process.DNA-templated transcription.negative regulation of nucleobase-containing compound metabolic process
C0	Zm00001eb260560	Known	response to stimulus.regulation of cellular process.signaling.membrane.protein phosphorylation.plasma membrane.protein serine/threonine kinase activity.post-translational protein modification.ATP binding.metabolic process
C0	Zm00001eb259680	Zm00001eb397520.Zm00001eb366040	
C0	Zm00001eb437110		
C0	Zm00001eb371960	Zm00001eb388080.Zm00001eb107660.Zm00001eb347490	plant-type cell wall modification.cell wall modification.plant-type cell wall organization.plant-type cell wall organization or biogenesis.cell wall organization.cell wall organization or biogenesis.external encapsulating structure organization
C0	Zm00001eb301470	Known	Unknown.mitochondrion.RNA modification.membrane.mitochondrial translation.RNA 5'-end processing.endonuclease activity.RNA binding
C0	Zm00001eb039150	Zm00001eb435650	
C0	Zm00001eb152500	Known	plant-type cell wall modification.stomatal movement.tube development.response to abscisic acid.pollen tube growth.membrane.protein phosphorylation.protein serine/threonine kinase activity.anatomical structure formation involved in morphogenesis.post-translational protein modification.calcium-mediated signaling.cytosol.ATP binding.metabolic process
C0	Zm00001eb093250	Zm00001eb205500.Zm00001eb247500.Zm00001eb376670.Zm00001eb410890.Zm00001eb206250.Zm00001eb095480.Zm00001eb088940	cellular process.biological_process.cellular anatomical structure.cellular_component.molecular_function.catalytic activity.protein-containing complex.small molecule binding.primary metabolic process.metabolic process
C0	Zm00001eb348210		
C0	Zm00001eb125600	Zm00001eb125590.Zm00001eb290370	
C0	Zm00001eb060340	Known	cellular response to salt stress.identical protein binding.membrane.nucleus.protein ubiquitination.cytosol.regulation of cellular process.cellular response to water deprivation.system development
C0	Zm00001eb432100	Known	cell differentiation.Unknown.seed development.DNA binding.ethylene-activated signaling pathway.specification of animal organ identity.2-alkenal reductase [NAD(P)H] activity.meristem maintenance.specification of floral organ identity.nucleus.plant ovule development.regulation of DNA-templated transcription.metabolic process.DNA-templated transcription.DNA-binding transcription factor activity
C0	Zm00001eb366530	Zm00001eb006610	
C0	Zm00001eb111500	Zm00001eb111510.Zm00001eb332050.Zm00001eb321030.Zm00001eb045990.Zm00001eb418510.Zm00001eb158000	response to stimulus.biological_process.molecular_function.catalytic activity.biological regulation.response to stress.primary metabolic process.metabolic process.cellular process.cellular anatomical structure
C0	Zm00001eb055350	Known	gibberellic acid mediated signaling pathway.response to water deprivation.embryo development ending in seed dormancy.positive regulation of DNA-templated transcription.gibberellin biosynthetic process.DNA binding.response to abscisic acid.nucleus.cellular localization.response to xenobiotic stimulus.seed dormancy process.seed germination.DNA-templated transcription.monocarboxylic acid metabolic process
C0	Zm00001eb210730	Known	response to chemical.Unknown.chloroplast envelope.Unknown.intracellular monoatomic cation homeostasis.protein-disulfide reductase activity.anther development.antiporter activity.glycoside biosynthetic process.glucosinolate biosynthetic process.metal ion transport.electron transfer activity.response to stress.chloroplast stroma.cell redox homeostasis.glutathione disulfide oxidoreductase activity.binding
C0	Zm00001eb237220	Known	Wnt signaling pathway.methylglyoxal catabolic process to D-lactate via S-lactoyl-glutathione.mitochondrion.carbohydrate metabolic process.lactoylglutathione lyase activity.nucleus.protein serine/threonine kinase activity.metal ion binding.stromule.thylakoid lumen.endocytosis.regulation of cell shape.response to cold.peptidyl-serine phosphorylation.chloroplast stroma
C0	Zm00001eb212310		
C0	Zm00001eb347790	Zm00001eb100340.Zm00001eb081330.Zm00001eb074280	cell wall macromolecule metabolic process
C0	Zm00001eb197780	Zm00001eb397150.Zm00001eb391600.Zm00001eb291530.Zm00001eb111660	nucleobase transport.purine nucleobase transport.trans-Golgi network.Golgi apparatus subcompartment.organelle subcompartment.carbohydrate transport.endosome.membrane.catalytic activity.transport
C0	Zm00001eb377530	Zm00001eb403050.Zm00001eb268750.Zm00001eb258170.Zm00001eb376670.Zm00001eb210720.Zm00001eb235880.Zm00001eb205500	proteasome assembly.response to topologically incorrect protein.response to misfolded protein.protein-containing complex.nuclear proteasome complex.peptidase complex.proteasome complex.endopeptidase complex.intracellular protein-containing complex.ubiquitin-dependent protein catabolic process
C0	Zm00001eb271090	Zm00001eb182560.Zm00001eb232010.Zm00001eb081330.Zm00001eb026440.Zm00001eb148380	cellular process.biological_process.molecular_function
C0	Zm00001eb129010	Known	response to jasmonic acid.multicellular organism development.mRNA modification.response to gibberellin.response to salicylic acid.chromatin binding.DNA binding.positive regulation of DNA-templated transcription.nucleus.protein homodimerization activity.response to auxin.response to cadmium ion.response to sucrose.response to salt stress.DNA-templated transcription.DNA-binding transcription factor activity
C0	Zm00001eb128920	Zm00001eb237220.Zm00001eb237230.Zm00001eb034260.Zm00001eb174420.Zm00001eb101660.Zm00001eb305640.Zm00001eb397520	small molecule metabolic process.binding.response to stress.primary metabolic process.carboxylic acid metabolic process.metabolic process.oxoacid metabolic process.organic acid metabolic process.cellular anatomical structure.cellular_component
C0	Zm00001eb104710	Known	response to chemical.tetrahydrofolate biosynthetic process.mitochondrion.molybdenum cofactor sulfurtransferase activity.molybdenum ion binding.primary metabolic process.pyridoxal phosphate binding.folic acid biosynthetic process.membrane.Unknown
C0	Zm00001eb229420	Zm00001eb229430.Zm00001eb006610.Zm00001eb247500.Zm00001eb331550.Zm00001eb433750	monocarboxylic acid metabolic process.pyridine-containing compound catabolic process.purine nucleoside diphosphate catabolic process.purine ribonucleoside diphosphate catabolic process.pyridine nucleotide catabolic process.nucleoside diphosphate catabolic process.ADP metabolic process.ADP catabolic process.ribonucleoside diphosphate catabolic process.glycolytic process
C0	Zm00001eb141550	Zm00001eb052650.Zm00001eb403780.Zm00001eb375110.Zm00001eb378980	ATPase-coupled transmembrane transporter activity.primary active transmembrane transporter activity.protein transmembrane transport.primary metabolic process.thylakoid membrane organization.plastid membrane organization.metabolic process.protein metabolic process.establishment of localization.glyceraldehyde-3-phosphate metabolic process
C0	Zm00001eb162410	Known	positive regulation of DNA-templated transcription.negative regulation of endopeptidase activity.proteasome complex.cytoplasmic vesicle.plasmodesma.plasma membrane.regulation of behavior.mitotic G2 phase.post-translational protein modification.mitotic cell cycle.protein deneddylation.regulation of chemotaxis.Unknown.cell cycle process.cell surface.calmodulin binding.synapse.chromosome organization.ubiquitin-dependent protein catabolic process.regulation of proteasomal protein catabolic process.proteasome binding.chemical synaptic transmission.nucleus.thiolester hydrolase activity.photomorphogenesis.protein ubiquitination.cysteine-type deubiquitinase activity.protein deubiquitination.endopeptidase inhibitor activity.membrane.metabolic process.transmission of nerve impulse
C0	Zm00001eb085480	Zm00001eb162410.Zm00001eb190510.Zm00001eb258170.Zm00001eb294160	response to abiotic stimulus.response to gravity.tropism.gravitropism.peptidase complex.proteasome complex.endopeptidase complex.protein binding.protein-containing complex.calmodulin binding
C0	Zm00001eb255710	Known	mitochondrion.chloroplast.response to abscisic acid.Unknown.proteolysis.metal ion binding.N-terminal protein amino acid modification.dolichol biosynthetic process.metalloaminopeptidase activity
C0	Zm00001eb419530	Known	membrane.extracellular region.unidimensional cell growth.anatomical structure formation involved in morphogenesis.plant-type cell wall loosening.hydrolase activity, acting on ester bonds.cell wall.plant-type cell wall modification involved in multidimensional cell growth
C0	Zm00001eb173960	Known	response to chemical.multicellular organism development.DNA binding.nucleus.regulation of DNA-templated transcription.DNA-templated transcription
C0	Zm00001eb385300	Known	recognition of pollen.anatomical structure development.signal transduction.protein phosphorylation.protein serine/threonine kinase activity.membrane.carbohydrate binding.ATP binding.metabolic process.multicellular organismal process
C0	Zm00001eb419650	Zm00001eb380730	
C0	Zm00001eb187200	Zm00001eb220220.Zm00001eb031790.Zm00001eb208940.Zm00001eb172070.Zm00001eb096060	phospholipid metabolic process.sulfur compound metabolic process.primary metabolic process.metabolic process.cellular process.biological_process.cellular anatomical structure.cellular_component.carbohydrate derivative metabolic process.vitamin metabolic process
C0	Zm00001eb435010		
C0	Zm00001eb296460	Known	Golgi organization.isocitrate dehydrogenase (NADP+) activity.peroxisome.response to zinc ion.plasmodesma.plasma membrane.photorespiration.defense response to bacterium.regulation of transport.acetyl-CoA catabolic process.magnesium ion binding.cytosol.response to salt stress.isocitrate metabolic process.ubiquitin-dependent protein catabolic process.water transport.apoplast.response to cadmium ion.gluconeogenesis.hyperosmotic response.response to temperature stimulus.ketone metabolic process.mitochondrion.response to misfolded protein.NAD binding.chloroplast thylakoid.NADP+ metabolic process.tricarboxylic acid cycle.proteasome core complex assembly.chloroplast stroma
C0	Zm00001eb215480	Zm00001eb268090.Zm00001eb095480.Zm00001eb420710.Zm00001eb244510.Zm00001eb410890	cellular process.biological_process.regulation of organelle organization.cellular anatomical structure.cellular_component.molecular_function.regulation of cellular component organization.hexosyltransferase activity
C0	Zm00001eb387370	Known	response to jasmonic acid.abscisic acid-activated signaling pathway.Unknown.regulation of transcription by RNA polymerase II.response to gibberellin.Unknown.nucleic acid metabolic process.response to salt stress.response to water deprivation.response to salicylic acid.gene expression.response to ethylene.nucleus.response to cadmium ion.cell differentiation.chromatin binding.response to carbohydrate.response to auxin.DNA-binding transcription factor activity, RNA polymerase II-specific.response to chitin.transcription cis-regulatory region binding.sequence-specific DNA binding
C0	Zm00001eb416890	Zm00001eb254450.Zm00001eb332610.Zm00001eb257630	plastid membrane.organelle membrane.plastid inner membrane.chloroplast inner membrane.catabolic process.organelle inner membrane.chlorophyll metabolic process.establishment of localization.tetrapyrrole metabolic process.porphyrin-containing compound metabolic process
C0	Zm00001eb063940	Known	rRNA binding.double-stranded DNA binding.developmental process.membrane.chloroplast.ribosome assembly.single-stranded RNA binding.regulation of DNA-templated transcription.RNA splicing.Unknown
C0	Zm00001eb196650	Known	magnesium ion binding.plasma membrane.pyruvate kinase activity.response to cadmium ion.cytosol.glucose catabolic process.alcohol metabolic process.Unknown.potassium ion binding.glycolytic process.kinase activity
C0	Zm00001eb199530	Known	response to chemical.establishment of cell polarity.nucleus.longitudinal axis specification.response to stress.regulation of DNA-templated transcription.membrane.DNA-binding transcription factor activity.Unknown.sequence-specific DNA binding
C0	Zm00001eb246040	Zm00001eb105270	
C0	Zm00001eb426630	Known	response to chemical.acyltransferase activity.chloroplast.proteolysis.peptidase activity.response to stress.membrane.biological regulation.Unknown
C0	Zm00001eb044630	Known	respiratory burst involved in defense response.epidermal cell differentiation.plasma membrane.animal organ development.anatomical structure formation involved in morphogenesis.systemic acquired resistance.protein modification process.iron ion binding.response to fructose.2-oxoglutarate-dependent dioxygenase activity.Unknown.Unknown.response to endoplasmic reticulum stress.endoplasmic reticulum to Golgi vesicle-mediated transport.Golgi apparatus.root hair cell development.amino acid import.L-ascorbic acid binding.response to glucose.endoplasmic reticulum.response to sucrose.response to chitin.membrane.small molecule metabolic process
C0	Zm00001eb231040	Known	response to stimulus.positive regulation of DNA-templated transcription.protein acetylation.nucleus.protein dimerization activity.multicellular organismal process.metabolic process.DNA-templated transcription.DNA-binding transcription factor activity.sequence-specific DNA binding
C0	Zm00001eb073580	Zm00001eb003000.Zm00001eb417320.Zm00001eb197300.Zm00001eb268090.Zm00001eb378870	plasma membrane.membrane.cellular process.biological_process.cellular anatomical structure.cellular_component.molecular_function.regulation of cellular process.catalytic activity, acting on a protein.protein modification process
C0	Zm00001eb176650	Known	multicellular organism development.nucleus.protein dimerization activity.regulation of DNA-templated transcription.DNA-templated transcription
C0	Zm00001eb436750	Zm00001eb435650	
C0	Zm00001eb189270	Zm00001eb038010.Zm00001eb227460.Zm00001eb410890	
C0	Zm00001eb437220		
C0	Zm00001eb079320	Zm00001eb253970.Zm00001eb074280.Zm00001eb347490.Zm00001eb107660.Zm00001eb100340	phloem or xylem histogenesis.cell wall macromolecule metabolic process.tissue development.membrane.anatomical structure development.glucuronoxylan metabolic process.xylem development.cell wall polysaccharide biosynthetic process.xylan biosynthetic process.xylan metabolic process
C0	Zm00001eb114060	Zm00001eb153830.Zm00001eb268090.Zm00001eb206250.Zm00001eb372410	
C0	Zm00001eb079820	Known	lipid metabolic process.response to stimulus.mitochondrion.catalytic activity.membrane.Unknown
