Community	Unknown	Annotated	Functions
C0	Zm00001eb177480	Known	cell redox homeostasis.cellular response to hydrogen peroxide.glycosyltransferase activity.hydrogen peroxide catabolic process.chloroplast stroma.primary metabolic process.small molecule metabolic process
C0	Zm00001eb288270	Known	regulation of DNA-templated transcription.nucleus.multicellular organism development.DNA-templated transcription.DNA binding.response to chemical
C0	Zm00001eb241630	Known	plasma membrane.oxidoreductase activity.cell morphogenesis.biological regulation.transport
C0	Zm00001eb431730	Known	inner mitochondrial membrane protein complex.regulation of gene expression.cardiolipin binding.cellular response to stimulus.Unknown.Unknown.regulation of membrane lipid distribution.regulation of macromolecule biosynthetic process.DNA-templated transcription.negative regulation of nucleobase-containing compound metabolic process.protein glycosylation.DNA metabolic process.response to stress
C0	Zm00001eb238120	Zm00001eb107660.Zm00001eb347490	
C0	Zm00001eb023410	Zm00001eb039390	
C0	Zm00001eb246410	Known	photoperiodism, flowering.chromosome organization.nucleus.chromatin organization.reproductive process.positive regulation of DNA-templated transcription.histone acetyltransferase activity.protein metabolic process.chloroplast.kinase activity.membrane.macromolecule modification.transcription by RNA polymerase II
C0	Zm00001eb044520	Zm00001eb046220.Zm00001eb394070.Zm00001eb389260.Zm00001eb389570.Zm00001eb331550.Zm00001eb433750.Zm00001eb197300.Zm00001eb268180.Zm00001eb066190	biological regulation.cellular process.biological_process.cellular anatomical structure.cellular_component.molecular_function.response to stimulus.membrane.phosphotransferase activity, alcohol group as acceptor.plasma membrane
C0	Zm00001eb345980	Zm00001eb123060.Zm00001eb385300.Zm00001eb197370.Zm00001eb038820.Zm00001eb337700.Zm00001eb364940	anatomical structure development.developmental process.biological regulation.cellular process.biological_process.cellular anatomical structure.cellular_component.molecular_function.system development.regulation of cellular process
C0	Zm00001eb140270	Known	protein-disulfide reductase [NAD(P)H] activity.thylakoid membrane organization.response to light stimulus.positive regulation of catalytic activity.cell redox homeostasis.cellular response to oxidative stress.electron transfer activity.protein-disulfide reductase activity.maltose metabolic process.electron transport chain.starch biosynthetic process.enzyme activator activity.chloroplast thylakoid.chloroplast stroma.oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor.glycerol ether metabolic process.thioredoxin-disulfide reductase (NADPH) activity
C0	Zm00001eb064550	Known	immune response.defense response.immune effector process.response to other organism.regulation of defense response to virus.vacuole.glycosyltransferase activity.chloroplast.Unknown.membrane.maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA).maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA).Unknown
C0	Zm00001eb098880	Zm00001eb125630	
C0	Zm00001eb313400	Known	spermine biosynthetic process.regulation of cellular process.spermidine biosynthetic process.adenosylmethionine decarboxylase activity.primary metabolic process.membrane.small molecule metabolic process.response to chemical.macromolecule metabolic process.anatomical structure development
C0	Zm00001eb423510	Zm00001eb034750	
C0	Zm00001eb349120	Known	regulation of DNA-templated transcription.nucleus.multicellular organism development.DNA-templated transcription.DNA binding.response to chemical
C0	Zm00001eb113740	Known	cytoplasm.triacylglycerol lipase activity.negative regulation of biological process.response to stimulus.plasma membrane.lipid homeostasis.triglyceride catabolic process.Unknown.glycerol ether metabolic process.lipid droplet.macromolecule localization
C0	Zm00001eb057570	Known	chloroplast outer membrane.chloroplast thylakoid membrane.heme binding.stromule.endoplasmic reticulum membrane.defense response to bacterium.ketone metabolic process.nitrate reductase (NADH) activity.electron transport chain.plasma membrane.pentacyclic triterpenoid biosynthetic process.vacuolar membrane.alcohol biosynthetic process.membrane.sterol biosynthetic process.metal ion binding.Unknown
C0	Zm00001eb268090	Known	carbohydrate:proton symporter activity.transmembrane transport.phosphate ion homeostasis.plasma membrane.carbohydrate transport.chloroplast.membrane.nitrate transmembrane transport.cellular process
C0	Zm00001eb311270	Known	anatomical structure development.double fertilization forming a zygote and endosperm.transmembrane transport.carbohydrate metabolic process.response to molecule of bacterial origin.regulation of defense response.translation.protein N-linked glycosylation.nitrate transmembrane transport.membrane.systemic acquired resistance.multicellular organismal process
C0	Zm00001eb005570	Zm00001eb332610.Zm00001eb000850.Zm00001eb207550	
C0	Zm00001eb396720	Zm00001eb409600	
C0	Zm00001eb052210	Known	regulation of DNA-templated transcription.nucleus.protein dimerization activity.DNA-templated transcription
C0	Zm00001eb406060	Known	protein targeting to chloroplast.translational elongation.iron-sulfur cluster assembly.chloroplast stroma.embryo development ending in seed dormancy.DNA metabolic process.regulation of biological process.macromolecule modification.response to stress.translation elongation factor activity
C0	Zm00001eb410490	Zm00001eb410500.Zm00001eb326560.Zm00001eb326570	lysosome.lytic vacuole.extracellular space.cysteine-type peptidase activity.catalytic activity, acting on a protein.apoplast.peptidase activity.vacuole.extracellular region
C0	Zm00001eb232010	Known	peptidyl-arginine methylation, to symmetrical-dimethyl arginine.regulation of DNA-templated transcription.cytosol.methylosome.metabolic process.Unknown.histone methyltransferase complex.Golgi apparatus.binding.histone arginine N-methyltransferase activity.anatomical structure development
C0	Zm00001eb031790	Known	phosphatidylglycerol biosynthetic process.methylation.plastoquinone biosynthetic process.isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway.chloroplast inner membrane.glucosinolate biosynthetic process.viral envelope.membrane.binding.vitamin E biosynthetic process.2-methyl-6-phytyl-1,4-benzoquinone methyltransferase activity
C0	Zm00001eb190550	Known	Unknown.nucleus.monoatomic cation transmembrane transport.monoatomic cation transmembrane transporter activity.RNA 3'-end processing.cellular localization.Unknown.membrane.Unknown.mRNA processing
C0	Zm00001eb064380	Known	phosphatidylglycerol biosynthetic process.long-chain fatty acid [acyl-carrier-protein] ligase activity.fatty acid elongation.ketone metabolic process.starch biosynthetic process.chlorophyll biosynthetic process.isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway.long-chain fatty acid-CoA ligase activity.carotenoid biosynthetic process.chloroplast envelope.long-chain fatty acid metabolic process.unsaturated fatty acid biosynthetic process
C0	Zm00001eb215390	Zm00001eb215400.Zm00001eb084350.Zm00001eb393560.Zm00001eb327140	membrane-bounded organelle.intracellular membrane-bounded organelle.organelle.intracellular organelle.plastid.nucleobase-containing compound biosynthetic process.transcription by RNA polymerase II.primary metabolic process.metabolic process.cellular process
C0	Zm00001eb260390	Known	Unknown.alcohol dehydrogenase (NAD+) activity.catabolic process.Unknown.cobalt ion binding.primary metabolic process.small molecule metabolic process.mitochondrion.zinc ion binding
C0	Zm00001eb379230		
C0	Zm00001eb193650	Known	DNA-directed RNA polymerase activity.nucleus.quinone binding.signal transduction.metabolic process.chloroplast.DNA-templated transcription.copper ion binding.DNA binding.response to stress.animal organ development.amine metabolic process
C0	Zm00001eb315140	Known	regulation of cellular process.catabolic process.anatomical structure formation involved in morphogenesis.Unknown.primary metabolic process.carboxylic ester hydrolase activity.response to chemical.epidermal cell differentiation.animal organ development.root hair cell differentiation
C0	Zm00001eb338710	Zm00001eb043650.Zm00001eb074280.Zm00001eb241630	plasma membrane
C0	Zm00001eb375110	Known	thylakoid membrane organization.chloroplast thylakoid membrane.protein secretion.protein-transporting ATPase activity.signal transduction.oxidoreductase activity.protein transmembrane transport.post-translational protein modification.membrane.Unknown.regulation of primary metabolic process.protein targeting
C0	Zm00001eb321030	Known	nucleus.RNA metabolic process.uracil DNA N-glycosylase activity.cytosol.regulation of biological process.cellular response to chemical stimulus.cytokinin biosynthetic process
C0	Zm00001eb193520	Known	biosynthetic process.regulation of DNA-templated transcription.cellular component organization.positive regulation of biological process.cell differentiation.negative regulation of cellular process.nucleic acid metabolic process.anatomical structure morphogenesis.response to auxin.signaling.animal organ development
C0	Zm00001eb190140	Zm00001eb331550.Zm00001eb006610.Zm00001eb014120	
C0	Zm00001eb077490	Known	cell wall.biological regulation.glycosyl compound metabolic process.coniferin beta-glucosidase activity.carbohydrate metabolic process.membrane.response to stress.lignin biosynthetic process
C0	Zm00001eb368400	Zm00001eb431310.Zm00001eb192960.Zm00001eb362020	mRNA binding.nucleic acid binding.nucleic acid metabolic process.response to stress.RNA binding.nucleobase-containing compound metabolic process
C0	Zm00001eb052650	Known	2 iron, 2 sulfur cluster binding.electron transfer activity.pentose-phosphate shunt.rRNA processing.positive regulation of DNA-templated transcription.electron transport chain.isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway.chlorophyll biosynthetic process.cytochrome-b5 reductase activity, acting on NAD(P)H.protein metabolic process.chloroplast
C0	Zm00001eb031540	Zm00001eb039390.Zm00001eb102960	
C0	Zm00001eb255940		
C0	Zm00001eb051450	Zm00001eb205040.Zm00001eb210720	proteasome-mediated ubiquitin-dependent protein catabolic process.proteasomal protein catabolic process.protein catabolic process.modification-dependent macromolecule catabolic process.ubiquitin-dependent protein catabolic process.modification-dependent protein catabolic process.proteolysis involved in protein catabolic process.macromolecule catabolic process.proteolysis
C0	Zm00001eb441570		
C0	Zm00001eb064120	Known	cell growth.response to cytokinin.response to desiccation.response to cadmium ion.response to salt stress.plasma membrane.embryo development ending in seed dormancy.cell morphogenesis.binding.cysteine biosynthetic process.nucleus.structural constituent of ribosome.Golgi apparatus.plasmodesma.Unknown.gluconeogenesis.response to biotic stimulus.glycolytic process.cytosol.Golgi vesicle transport
C0	Zm00001eb133840	Known	regulation of DNA-templated transcription.pore complex.identical protein binding.chloroplast inner membrane.monoatomic cation transport.viral envelope.monoatomic ion transmembrane transport.porin activity.Unknown.monoatomic ion channel activity.mitochondrion.transcription by RNA polymerase II
C0	Zm00001eb287060	Known	nucleus.auxin biosynthetic process.multicellular organism development.auxin-activated signaling pathway.response to gibberellin.DNA-templated transcription.membrane.DNA binding.metal ion binding
C0	Zm00001eb147900	Zm00001eb101480.Zm00001eb410890.Zm00001eb247500.Zm00001eb171440.Zm00001eb360560.Zm00001eb244510	protein metabolic process.catalytic activity.primary metabolic process.metabolic process.ribonucleoside diphosphate metabolic process.nucleoside diphosphate metabolic process.purine nucleoside diphosphate metabolic process.purine ribonucleoside diphosphate metabolic process.cellular process.cellular anatomical structure
C0	Zm00001eb351390	Known	GTP cyclohydrolase II activity.mRNA modification.root hair elongation.anatomical structure formation involved in morphogenesis.chloroplast stroma.3,4-dihydroxy-2-butanone-4-phosphate synthase activity.membrane.riboflavin biosynthetic process.epidermal cell differentiation.animal organ development
C0	Zm00001eb229420	Zm00001eb229430.Zm00001eb006610.Zm00001eb247500.Zm00001eb331550.Zm00001eb433750	monocarboxylic acid metabolic process.pyridine nucleotide catabolic process.glycolytic process.ribonucleoside diphosphate catabolic process.ADP metabolic process.pyridine-containing compound catabolic process.ADP catabolic process.purine nucleoside diphosphate catabolic process.nucleoside diphosphate catabolic process.purine ribonucleoside diphosphate catabolic process
C0	Zm00001eb274160		
C0	Zm00001eb021830	Known	regulation of DNA-templated transcription.negative regulation of cellular process.response to stimulus.DNA-templated transcription.chloroplast.positive regulation of nucleobase-containing compound metabolic process.membrane.animal organ development
C0	Zm00001eb142580		
C0	Zm00001eb106770	Zm00001eb075050.Zm00001eb410890.Zm00001eb153030.Zm00001eb401490.Zm00001eb177060	response to chitin.response to nitrogen compound.nucleoside monophosphate metabolic process.ribonucleoside monophosphate metabolic process.phosphate-containing compound metabolic process.phosphorus metabolic process.response to carbohydrate.ribonucleotide metabolic process.ribose phosphate metabolic process.catalytic activity
C0	Zm00001eb093250	Zm00001eb205500.Zm00001eb247500.Zm00001eb376670.Zm00001eb410890.Zm00001eb206250.Zm00001eb095480.Zm00001eb088940	cellular process.biological_process.cellular anatomical structure.cellular_component.molecular_function.catalytic activity.protein-containing complex.small molecule binding.primary metabolic process.metabolic process
C0	Zm00001eb403250	Zm00001eb403240.Zm00001eb083600.Zm00001eb260820.Zm00001eb271860.Zm00001eb151750.Zm00001eb100140	plastid thylakoid membrane.chloroplast thylakoid membrane.photosynthetic membrane.thylakoid membrane.outer membrane.organelle outer membrane.plastid membrane.RNA metabolic process.organophosphate biosynthetic process.nucleic acid metabolic process
C0	Zm00001eb269040	Zm00001eb269050.Zm00001eb206250.Zm00001eb376670.Zm00001eb360560	biosynthetic process.catalytic activity.primary metabolic process.metabolic process.cellular process.biological_process.cellular anatomical structure.cellular_component.molecular_function
C0	Zm00001eb148190	Known	regulation of DNA-templated transcription.nucleus.DNA-binding transcription factor activity.cellular response to endogenous stimulus.DNA-templated transcription.response to hormone.cellular response to chemical stimulus.DNA binding.chromatin binding
C0	Zm00001eb426630	Known	proteolysis.Unknown.response to stress.acyltransferase activity.chloroplast.membrane.response to chemical.biological regulation.peptidase activity
C0	Zm00001eb300480	Zm00001eb140160.Zm00001eb151750.Zm00001eb403780.Zm00001eb056340	rRNA processing.rRNA metabolic process.plastid organization.localization.RNA processing.organelle organization.protein-containing complex.establishment of protein localization to organelle.chloroplast organization.primary metabolic process
C0	Zm00001eb437310		
C0	Zm00001eb434910	Zm00001eb435650	
C0	Zm00001eb394650	Zm00001eb229430.Zm00001eb003000.Zm00001eb075050.Zm00001eb331550.Zm00001eb268090.Zm00001eb064120	cellular process.biological_process.cellular anatomical structure.cellular_component.molecular_function.plasma membrane.membrane-bounded organelle.intracellular membrane-bounded organelle.response to abiotic stimulus.response to stimulus
C0	Zm00001eb002250	Known	oligopeptide transport.toxin catabolic process.cell death.response to chitin.calmodulin binding.plasma membrane.leaf senescence.response to cyclopentenone.membrane.proline transport.respiratory burst involved in defense response.defense response to fungus.Unknown
C0	Zm00001eb435340		
C0	Zm00001eb083640	Known	negative regulation of DNA-templated transcription.nucleus.nucleic acid binding.DNA-templated transcription
C0	Zm00001eb283080	Known	plastid.nucleus.protein dimerization activity.phosphorelay signal transduction system.oxidoreductase activity, acting on NAD(P)H.electron transport chain.signal transduction.phosphorelay sensor kinase activity.response to fructose.response to sucrose
C0	Zm00001eb209420	Zm00001eb187010.Zm00001eb075050	
C0	Zm00001eb127510	Zm00001eb325920.Zm00001eb100140.Zm00001eb096060.Zm00001eb260820.Zm00001eb249160	plastid envelope.chloroplast envelope.organelle envelope.lipid biosynthetic process.lipid metabolic process.isopentenyl diphosphate metabolic process.isopentenyl diphosphate biosynthetic process.glyceraldehyde-3-phosphate metabolic process.isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway.macromolecule metabolic process
C0	Zm00001eb285880	Zm00001eb296460.Zm00001eb388080.Zm00001eb014120	cellular component organization.cellular component organization or biogenesis.cell growth
